ContactGuid,FirstName,MiddleName,LastName,Gender,ContactType,JobTitle,PhoneNumber,AltPhoneNumber,EmailAddress,AltEmailAddress,Notes,IsActive,IsDeleted,CreatedOn,CreatedBy,UpdatedOn,UpdatedBy,CustomerGuid
{784CD314-642E-485B-8C05-7807762DAC6A},Ashish,,Denieal,,{6423D75E-5C08-4D7B-9C39-AA0845D39577},,,,,,,1,0,2019-06-05 00:30:31.470000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-05 00:30:31.470000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{7FF42054-B78A-48D7-AAFC-82D43B158667}
{98AD4108-9C02-44DD-B82E-7BD08BDFDCC3},Ashish,,Pokhrel,,{6423D75E-5C08-4D7B-9C39-AA0845D39577},,,,,,,1,0,2019-06-05 22:34:16.170000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-05 22:34:16.170000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{EDCAE7B6-8161-455C-AC5D-99B0EA8F2056}
{A5619BC9-A5D9-456E-94EE-7F942129DD45},Henry,,Giles,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},Secretary,2255550187,,,,,1,0,2019-04-15 16:40:15.087000000,{A5619BC9-A5D9-456E-94EE-7F942129DD45},2019-04-15 16:40:15.087000000,{A5619BC9-A5D9-456E-94EE-7F942129DD45},{BEE9272B-1E8D-4ACF-99C8-E7F39D244D21}
{709F8A73-FB09-4119-9972-8166C1FC81EF},Roge,,Poge,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},New job,213413453,,,,,1,0,2019-05-30 03:42:38.590000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-05-30 03:42:38.590000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{5D2386A2-ACAB-43E6-B0C7-0DFB60D83886}
{DC3CB22F-DCFE-472C-A723-84D19208DD08},Sima,,Pokhrel,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},demo job,,,,,,1,0,2019-06-03 22:09:29.193000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-03 22:09:29.193000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{AC29F171-ACDB-4BA8-91C9-0203767BCF3D}
{8AFC855F-4AD1-4E48-9279-876C3CD082DA},Jacob,,Nelson,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},Chief Officer,2025550101,,,,,1,0,2019-04-15 16:26:19.217000000,{8AFC855F-4AD1-4E48-9279-876C3CD082DA},2019-04-15 16:26:19.217000000,{8AFC855F-4AD1-4E48-9279-876C3CD082DA},{3E71C0BB-6A2B-4978-9DA0-C933DB062762}
{C5929874-4D05-4CEF-9150-87C339C0DE58},hjjh,,jkjk,Others,{B4E50D03-A328-49F0-8BA4-2E9914264445},jhkjhk,444545,,,,,1,0,2019-04-11 15:16:44.083000000,{C5929874-4D05-4CEF-9150-87C339C0DE58},2019-04-11 15:16:44.083000000,{C5929874-4D05-4CEF-9150-87C339C0DE58},{F16B93D7-F6DD-4981-8E82-E29A755BC0F7}
{C955C050-713E-4685-98BB-8888A4FF2D7A},abc,,abc,,{6423D75E-5C08-4D7B-9C39-AA0845D39577},,9803586965,59955,A@A.COM,B@G.COM,test,1,0,2019-06-04 13:44:14.937000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-04 13:44:14.937000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{44CCB49B-B1EF-4141-8A03-FC44FB6386FD}
{082FC578-70D7-465D-94EF-8B3AD04A1A94},Santosh,B,Aryal,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},Test Job Title,9090,9090,saryal@xylontech.com,,This is not required,1,0,2019-03-12 21:44:34.443000000,{082FC578-70D7-465D-94EF-8B3AD04A1A94},2019-03-12 21:44:34.443000000,{082FC578-70D7-465D-94EF-8B3AD04A1A94},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
{7EE4C3A3-ED64-4CDD-BC62-8C9A8FA427F2},Ivan,,Leung,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},Some Job Title,6628019451,,,,,1,0,2019-04-04 10:05:37.377000000,{7EE4C3A3-ED64-4CDD-BC62-8C9A8FA427F2},2019-04-04 10:05:37.377000000,{7EE4C3A3-ED64-4CDD-BC62-8C9A8FA427F2},{5F3188FE-E70C-4738-9586-4903D5C322AF}
{0174E0F4-0FA8-4718-B5D7-8F2F1F453173},don,,ass,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},asda,6465465,,,,,1,0,2019-04-11 15:24:52.307000000,{0174E0F4-0FA8-4718-B5D7-8F2F1F453173},2019-04-11 15:24:52.307000000,{0174E0F4-0FA8-4718-B5D7-8F2F1F453173},{C76EC759-633B-4853-974E-BDC8CF787540}
{2DFA0FF9-119F-466F-B5AA-8FC7CB747B23},t1,dfdf,dff,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},test,323,223,a@a.com,,,1,0,2019-03-18 21:45:15.747000000,{2DFA0FF9-119F-466F-B5AA-8FC7CB747B23},2019-03-18 21:45:15.747000000,{2DFA0FF9-119F-466F-B5AA-8FC7CB747B23},{243BB50B-0F3C-4941-A5CF-FDCB5779C7EB}
{774B0EC8-8CA1-4A0F-B6D1-910E334A7834},tedtt,dstasdas,sdt,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},sdt,99898,999979,a@g.com,a@g.com,sadsadasd,0,0,2019-03-08 11:56:40.623000000,{774B0EC8-8CA1-4A0F-B6D1-910E334A7834},2019-03-08 12:34:10.530000000,{50FAB585-C32A-4D89-B642-012E34B96D2D},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
{CDF52C7A-5600-47EE-AD3E-92EE2325304F},ttttt,tttt,tttt,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},3333,3343434343,,,,,1,0,2019-04-09 16:13:00.547000000,{CDF52C7A-5600-47EE-AD3E-92EE2325304F},2019-04-09 16:13:00.547000000,{CDF52C7A-5600-47EE-AD3E-92EE2325304F},{436BDAC1-C58C-4D61-A6F3-12F7BD162124}
{1A9964BA-A5B2-499C-85DC-9590146763B2},test1``,,test1``,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},erwer,3434,,t@t.com,,,1,0,2019-03-26 10:18:11.067000000,{1A9964BA-A5B2-499C-85DC-9590146763B2},2019-03-26 10:18:11.067000000,{1A9964BA-A5B2-499C-85DC-9590146763B2},{97C8130D-4579-4D08-BADF-A4E44E4849AC}
{0404741B-B7AC-441E-9E9F-95C48A214B4A},Jack,Bryan,Nicolson,,{B4E50D03-A328-49F0-8BA4-2E9914264445},,+9876492321,+9876492332,Email@Address.com,Email@Address2.com,Notes,1,0,2019-06-05 03:04:16.870000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-05 03:04:16.870000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{44CCB49B-B1EF-4141-8A03-FC44FB6386FD}
{FDBAD40C-4533-48AB-9226-980387B916C9},Contact's,name,name,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},title,98451165,,,,,1,0,2019-04-12 14:17:52.657000000,{FDBAD40C-4533-48AB-9226-980387B916C9},2019-04-12 14:17:52.657000000,{FDBAD40C-4533-48AB-9226-980387B916C9},{0C88DE3A-09E3-42CD-A2EF-B843B785DDC2}
{39FD0A42-A9EE-416B-9ABA-98D7A9F7E1A4},gs,,sdg,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},dsg,98488,,asd@g.com,,asdsad,1,0,2019-03-12 10:57:24.393000000,{39FD0A42-A9EE-416B-9ABA-98D7A9F7E1A4},2019-03-12 10:57:24.393000000,{39FD0A42-A9EE-416B-9ABA-98D7A9F7E1A4},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
{07B7EDDF-79E7-4FA2-B057-9924114CFFBA},asdg,asdg,asdg,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},asdg,asdg,asdg,adsg.asdf.com,,,1,0,2019-03-19 13:57:17.357000000,{07B7EDDF-79E7-4FA2-B057-9924114CFFBA},2019-03-19 13:57:17.357000000,{07B7EDDF-79E7-4FA2-B057-9924114CFFBA},{BDEBD2BC-59B9-46D2-94AC-33BFEEBE07C2}
{8D840AA7-FC95-4F29-89CC-9D2814E35B39},ashai,,assada,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},new job,63728194,726482923,new@old.new,old@new.old,notes with the required description,1,0,2019-04-11 14:43:30.133000000,{8D840AA7-FC95-4F29-89CC-9D2814E35B39},2019-04-12 14:22:19.530000000,{50FAB585-C32A-4D89-B642-012E34B96D2D},{C76EC759-633B-4853-974E-BDC8CF787540}
{68A35B12-1DD1-478E-8816-A06105A87A3C},Ashish,,Pokhrel,,{6423D75E-5C08-4D7B-9C39-AA0845D39577},,,,,,,1,0,2019-06-11 22:44:53.553000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-11 22:44:53.553000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{422122E3-FFAD-4C63-8043-0630F1E9F3B1}
{6C6C0C5F-3F3E-4488-A0C2-A48FF73EC3E3},asdfa,,asdaa,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},a,d,,c@v.com,,,1,0,2019-03-19 15:05:16.143000000,{6C6C0C5F-3F3E-4488-A0C2-A48FF73EC3E3},2019-03-19 15:05:16.143000000,{6C6C0C5F-3F3E-4488-A0C2-A48FF73EC3E3},{5FD7A722-9652-43A0-AAF6-58060CFD18D2}
{9A2AC630-D60E-44A5-8082-A5A372DBD790},k,,lo,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},sasdsa,2122,,asd@g.com,,asdasd,1,0,2019-03-19 14:49:39.923000000,{9A2AC630-D60E-44A5-8082-A5A372DBD790},2019-03-19 14:49:39.923000000,{9A2AC630-D60E-44A5-8082-A5A372DBD790},{DF7034DC-8D1D-4959-8085-BDB8FCEA547C}
{4891DBDA-5C41-43D7-AEEA-A5FEBC56FCC4},t2,dd,ssss,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},dfdsf,344,,a@a.com,,,1,0,2019-03-18 21:46:37.470000000,{4891DBDA-5C41-43D7-AEEA-A5FEBC56FCC4},2019-03-18 21:46:37.470000000,{4891DBDA-5C41-43D7-AEEA-A5FEBC56FCC4},{243BB50B-0F3C-4941-A5CF-FDCB5779C7EB}
{AF876FFF-2E37-491D-B231-AF1B7A08833C},Ishan,,Dhakal,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},Some Job Title,4521212000,,,,,1,0,2019-04-09 21:50:39.013000000,{AF876FFF-2E37-491D-B231-AF1B7A08833C},2019-04-09 21:50:39.013000000,{AF876FFF-2E37-491D-B231-AF1B7A08833C},{2FB790CB-6691-4D03-A733-CF4CC2D6773C}
{BC4E6946-5202-4D1C-A3E5-AF1CC179AE7B},hjh,,jhhj,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},hjhj,98465416,,,,,1,0,2019-04-11 15:31:46.793000000,{BC4E6946-5202-4D1C-A3E5-AF1CC179AE7B},2019-04-11 15:31:46.793000000,{BC4E6946-5202-4D1C-A3E5-AF1CC179AE7B},{2FB790CB-6691-4D03-A733-CF4CC2D6773C}
{C2759730-38D1-4A9D-BF5A-B3E12616A4D3},Santosh,B,Aryal,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},Some Job Title,6628019451,,test@xylontech.com,,No Notes,1,0,2019-03-28 10:23:23.980000000,{C2759730-38D1-4A9D-BF5A-B3E12616A4D3},2019-03-28 10:23:23.980000000,{C2759730-38D1-4A9D-BF5A-B3E12616A4D3},{5F3188FE-E70C-4738-9586-4903D5C322AF}
{E49ADC2B-7E26-424A-A9F4-B49EA83A000D},Santosh,,Aryal,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},No Job Title,6628019451,,,,,1,0,2019-04-09 11:45:42.503000000,{E49ADC2B-7E26-424A-A9F4-B49EA83A000D},2019-04-09 11:45:42.503000000,{E49ADC2B-7E26-424A-A9F4-B49EA83A000D},{C76EC759-633B-4853-974E-BDC8CF787540}
{BAE28A32-BC9F-4088-8BCD-B50F4F7CA15D},Test,,Test,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},Contractor,,,,,,1,0,2019-05-27 17:51:56.357000000,{9E685151-BF7D-452A-8FD2-99EB289BFF7B},2019-05-27 17:51:56.357000000,{3774316B-3C0D-4471-A56B-5BE3CC63604B},{422122E3-FFAD-4C63-8043-0630F1E9F3B1}
{9EEC774D-01B6-4EAA-8B02-B746B1C5D9ED},as,sad,sa,Female,{833751F9-7F50-4AD6-977A-9900B6D296C5},sa,98489418,,asdas@g.com,,asdasdsa,0,0,2019-03-11 16:47:44.923000000,{9EEC774D-01B6-4EAA-8B02-B746B1C5D9ED},2019-03-11 16:53:10.687000000,{50FAB585-C32A-4D89-B642-012E34B96D2D},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
